172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.117.103,207.025.071.143,06/01/1998-08:11,-,491
172.016.112.020,192.168.001.010,06/01/1998-08:11,-,491
172.016.114.207,194.027.251.021,06/01/1998-08:12,-,492
172.016.113.084,197.218.177.069,06/01/1998-08:12,-,492
172.016.114.207,135.013.216.191,06/01/1998-08:12,-,492
172.016.114.207,194.027.251.021,06/01/1998-08:12,-,492
172.016.113.084,197.218.177.069,06/01/1998-08:12,-,492
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.115.005,209.067.003.082,06/01/1998-08:13,-,493
172.016.115.005,167.008.029.015,06/01/1998-08:13,-,493
172.016.114.168,197.218.177.069,06/01/1998-08:13,-,493
172.016.114.168,207.068.146.031,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.117.103,207.025.071.143,06/01/1998-08:13,-,493
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,208.134.241.210,06/01/1998-08:14,-,494
172.016.115.005,207.068.146.031,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
172.016.117.103,199.095.074.090,06/01/1998-08:14,-,494
196.227.033.189,172.016.114.168,06/01/1998-08:15,-,495
172.016.115.005,152.163.212.172,06/01/1998-08:15,-,495
172.016.115.005,152.163.212.172,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.212.172,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.212.172,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,152.163.214.011,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.115.005,208.134.241.210,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.117.103,199.095.074.090,06/01/1998-08:15,-,495
172.016.112.194,135.013.216.191,06/01/1998-08:16,-,496
135.008.060.182,172.016.114.207,06/01/1998-08:16,-,496
135.008.060.182,172.016.112.194,06/01/1998-08:16,-,496
135.008.060.182,172.016.112.050,06/01/1998-08:16,-,496
135.008.060.182,172.016.113.084,06/01/1998-08:16,-,496
135.008.060.182,172.016.114.050,06/01/1998-08:16,-,496
172.016.114.050,135.008.060.182,06/01/1998-08:16,-,496
135.008.060.182,172.016.114.168,06/01/1998-08:16,-,496
135.008.060.182,172.016.113.105,06/01/1998-08:16,-,496
135.008.060.182,172.016.114.169,06/01/1998-08:16,-,496
135.008.060.182,172.016.112.207,06/01/1998-08:16,-,496
172.016.117.103,208.221.032.046,06/01/1998-08:16,-,496
135.008.060.182,172.016.114.148,06/01/1998-08:16,-,496
172.016.117.103,204.071.200.244,06/01/1998-08:16,-,496
172.016.117.103,204.071.200.244,06/01/1998-08:16,-,496
172.016.117.103,204.071.177.070,06/01/1998-08:16,-,496
192.168.001.010,172.016.112.050,06/01/1998-08:16,-,496
172.016.117.103,204.071.200.244,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
135.008.060.182,172.016.113.050,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
172.016.117.103,207.025.071.029,06/01/1998-08:16,-,496
135.008.060.182,172.016.113.204,06/01/1998-08:16,-,496
135.008.060.182,172.016.112.149,06/01/1998-08:16,-,496
172.016.115.005,209.001.112.251,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,167.008.029.015,06/01/1998-08:16,-,496
172.016.115.005,209.067.003.082,06/01/1998-08:16,-,496
172.016.117.103,208.221.032.046,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,038.176.011.051,06/01/1998-08:17,-,497
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,207.226.179.110,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,038.176.011.051,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.115.005,208.134.241.210,06/01/1998-08:18,-,498
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.112.020,192.168.001.020,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
172.016.117.103,131.084.001.034,06/01/1998-08:19,-,499
